NOMBRE;FECHA;OBJETO;LUGAR;PROVINCIA;S. Ordinarios;S. De mérito;S. Honorarios;S.Protectores;Socios Totales
Centro de Instrucción Democrático;1903;Instrucción;Teruel;TERUEL;535;;4;;539
Sociedad obrera;1903;Mejorar las condiciones de trabajo;Hijar;TERUEL;145;;;;145
La Luz del Porvenir;1904;Socorro mutuo;Manzanera;TERUEL;31;;;;31
