NOMBRE;FECHA;OBJETO;LUGAR;PROVINCIA;S. Ordinarios;S. De mérito;S. Honorarios;S.Protectores;Socios Totales
Sociedad de Mecánicos en hierro y demas metals;1899;Idem;Idem;MADRID;200;;;;200
Sociedad de Obreros curtidores y oficios similares;1899;Idem;Idem;MADRID;185;;;;185
Sociedad de Barnizadores de estuco;1899;Idem;Idem;MADRID;13;;;;13
Sociedad de Oficiales pintores decoradores;1899;Idem;Idem;MADRID;944;;5;1;950
La Emancipadora (obreros carboneros);1899;Idem;Idem;MADRID;20;;;;20
Sociedad de Escultores, Decoradores y similares;1900;Idem;Idem;MADRID;68;;;;68
Sociedad de Obreros desmontistas;1900;Idem;Idem;MADRID;90;;;;90
La Razón del Obrero (obreros sastres);1900;Idem;Idem;MADRID;120;;;;120
Sociedad de Moldeadores de metales y similares;1900;Idem;Idem;MADRID;69;;;;69
Sociedad de Obreros broncistas y similares;1900;Idem;Idem;MADRID;214;;1;1;216
Sociedad de Colocadores de pavimentos en madera;1900;Idem;Idem;MADRID;70;;1;;71
La Probidad(Sociedad de dependientes y cortadores de zapaterías) ................•............;1900;Idem;Idem;MADRID;93;;;;93
Unión de Obreros de carros de mudanza;1901;Idem;Idem;MADRID;70;;;;70
Sociedad general de Vendedores ambulantes;1901;Idem;Idem;MADRID;215;;;;215
Unión de Dependientes de tablajerias y salchicherías.... ~ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .•;1901;Idem;Idem;MADRID;101;;;14;115
Asociadón de Obreros;1901;Idem;Idem;MADRID;130;;;;130
Asociadón de Impresores;1902;Idem;Idem;MADRID;850;;;;850
Sociedad de Sombrereros fulistas;1902;Idem;Idem;MADRID;13;;;;13
Sociedad de Obreros tejeros y similares	.;1902;Idem;Idem;MADRID;193;;;2;195
Sociedad de Herradores. .;1902;Idem;Idem;MADRID;135;;;;135
Sociedad de Obreros, esparteros.;1902;Idem;Idem;MADRID;24;;;;24
Unión de Sombrereros;1902;Idem;Idem;MADRID;41;;;;41
Asociación general de Dependientes de comercio..;1902;Idem;Idem;MADRID;320;;;65;385
Unión de Dependientes de tiendas de aves, corderos y caza;1902;Idem;Idem;MADRID;250;;;;250
Sociedad de Mozos empleados en fabricas, almacenes y comercios ..........•....................;1902;Idem;Idem;MADRID;46;;;;46
Sociedad de Operarios y Repartidores de ensaimadas, galletas, pastelería y confitería;1902;Idem;Idem;MADRID;200;;;;200
Sociedad de Obreros en cajas de cartón;1903;Idem;Idem;MADRID;41;;;;41
La Electro-mecánica (obreros electro-mecanicos);1903;Idem;Idem;MADRID;35;;;;35
Sociedad general de Obreros en fabricas de gas, electricidad y similares;1903;Idem;Idem;MADRID;436;;;;436
Sociedad de Planchadoras, Lavanderas y similares.;1903;Idem;Idem;MADRID;32;;;;32
Sociedad de Obreros partidores y cortadores de leña;1903;Idem;Idem;MADRID;30;;;;30
Administración Mercantil Española (empleados de banca, industria y comercio).;1903;Idem;Idem;MADRID;300;;;;300
Sociedad de Obreros sombrereros de fantasía..;1903;Idem;Idem;MADRID;54;;;;54
Asociación de la Dependencia mercantil.. . . . . . . . ..;1903;Idem;Idem;MADRID;169;;;6;175
Sociedad de Oficiales relojeros;1903;Idem;Idem;MADRID;110;;;;110
La Formal (obreros carpinteros de taller).........;1904;Idem;Idem;MADRID;300;;;;300
Asociación de Obreros peluqueros barberos. . . • . ..;1904;Idem;Idem;MADRID;840;;;;840
Sociedad de Obreros en articulos de viaje y Guarnicioneros en general.;1904;Idem;Idem;MADRID;71;;4;;75
Sociedad de Obreros constructores de pianos y organos;1904;Idem;Idem;MADRID;50;;;;50
Sociedad general de Fotograbadores;1904;Idem;Idem;MADRID;49;;;;49
Sociedad de Obreros escultores de ornamentación..;1904;Idem;Idem;MADRID;24;;;;24
Asociación de Modistas;1904;Idem;Idem;MADRID;352;;;;352
Sociedad de Operarios sombrereros planchadores de fieltro;1904;Idem;Idem;MADRID;46;;;;46
La Puntualidad (repartidores de pan a domicilio);1904;Idem;Idem;MADRID;221;;;;221
Federación Nacional de Obreros metalúrgicos y similares de España.. , .........................•;?;Idem;Idem;MADRID;?;?;?;?;?
La Mutualidad Obrera.;1904;Cooperativa medico-farmaceutica;Idem;MADRID;3.780;;;;3.780
Sociedad benefica de Socorros mutuos de Artifices plateros de Nuestra Señora de la Peña de Francia;1715;Socorro mutuo;Idem;MADRID;175;4;33;14;226
Sociedad de Socorros mutuos de los Obreros de la Imprenta;1848;Idem;Idem;MADRID;307;;;;307
Sociedad de Socorros mutuos de cocheros;1850;Idem;Idem;MADRID;644;;;6;650
Los Amigos;1853;Idem;Idem;MADRID;131;;;;131
Sociedad de Socorros mutuos de tapiceros;1866;Idem;Idem;MADRID;107;;8;7;122
La Fraternidad;1871;Idem;Idem;MADRID;196;;;;196
Sociedad de Socorros mutuos de Litógrafos;1872;Idem;Idem;MADRID;115;;;;115
La Fraternal (obreros maquinistas y fogoneros de ferrocarriles);1872;Idem;Idem;MADRID;535;;;;535
Montepio Obrero;1878;Idem;Idem;MADRID;60;;;;60
Sociedad de Socorros mutuos de Operarios de Dependientes de E Menuses;1878;Idem;Idem;MADRID;110;;1;1;112
El Alba (dependientes de cafe y similares);1879;Idem;Idem;MADRID;484;;;26;510
Sociedad de Socorros mutuos de Serenos de comercio y vecindario de Madrid........... .;1880;Socorro mutuo;Idem;MADRID;388;;;;388
Sociedad de Socorros mutuos de Tipógrafos;1886;Idem;Idem;MADRID;258;;;;258
Asociación general de Empleados y Obreros de ferrocarriles. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .;1888;Idem;Idem;MADRID;17.300;;;;17.300
El Pensamiento Noble..;1888;Idem;Idem;MADRID;102;;;;102
La Imprenta.;1889;Idem;Idem;MADRID;84;;1;1;86
La ~Honradez (porteros) ~ . . . . . . . . . . . . .;1891;Idem;Idem;MADRID;1.934;;2;14;1950
El Alivio (modelistas y moldeadores). . . . . . . . . . . . .;1891;Idem;Idem;MADRID;36;;;;36
Sociedad general de Doradores. . . . . . . . . • . . . . . . . . .;1892;Idem;Idem;MADRID;49;2;1;4;56
Sociedad de Socorros de Peluqueros y Barberos de Madrid. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .;1896;Idem;Idem;MADRID;242;;;;242
La Siempreviva ~ .;1896;Idem;Idem;MADRID;44;;;;44
La Previsora del Trabajo..;1896;Idem;Idem;MADRID;102;;;;102
"La Caritativa "" , . """;1897;Idem;Idem;MADRID;111;;;;111
Sociedad de Socorros del Oficio de sombrereros. . . .;1898;Idem;Idem;MADRID;54;;;9;63
Caritativa Moderna;1899;Idem;Idem;MADRID;42;;;;42
"El Buen Acuerdo "" . . . . . . . . . . . . . . . .";1899;Idem;Idem;MADRID;92;;;4;96
"Sociedad de Dependientes de compra-venta mercantil. ;, ........•..... ' , . . . . . . . .";1900;Idem;Idem;MADRID;44;;;6;50
Montepío de Dependientes de ferretería y similares ' : '. .;1900;Idem;Idem;MADRID;137;;;110;247
"Unión de Dependientes de sastrería y similares. """;1901;Idem;Idem;MADRID;109;;;21;130
La Buena Unión · ~ .;1901;Idem;Idem;MADRID;80;;;;80
Sociedad de Socorros de Obrerps y Empleados 'de la Casa Hernando , .;1901;Idem;Idem;MADRID;63;;;;63
Sociedad de Matarifes de vacas y carneros........;1901;Idem;Idem;MADRID;106;;;;106
Montepío de Empleados y de la Fabrica de electricidad del Norte;1901;Idem;Idem;MADRID;?;?;?;?;?
"Sección de socorros de ·la Sociedad de Oficiales pintores decoradores '""";1902;Idem;Idem;MADRID;950;;;;950
Sociedad Benéfica de Vendedores de periódicos, impresos y similares;1902;Idem;Idem;MADRID;188;;;;188
"El Gluten (vendedores, repartidores etc. de pan) ;";1903;Idem;Idem;MADRID;74;;;;74
Sociedad de Socorros mutuos de Operarios y Dependientes de D. Pedro Durán;1904;Idem;Idem;MADRID;24;;;;24
Nueva Sociedad de Socorros mutuos de Obreros de pan francés .. ';1904;Idem;Idem;MADRID;490;;;;490
"Montepio de la Central de Camareros .. """;1904;Idem;Idem;MADRID;140;;;;140
Montepío general obrero de España;1904;Idem;Idem;MADRID;?;?;?;?;?
Agrupación Socialista Madrileña;1882;Politica de partido;Idem;MADRID;690;;;;690
Círculo Instructivo de Obreros republicanos del distrito de la Inclusa;1893;Idem;Idem;MADRID;377;;;;377
Centro Instructivo de Obreros republicanos del distrito de la Latina;1903;Idem;Idem;MADRID;620;;4;1;625
Centro Instructivo de Obreros republicanos del distrito de Cuatro Caminos;1903;Idem;Idem;MADRID;200;;;;200
Centro Instructivo de Obreros republicanos del distrito de Buenavista;1904;Idem;Idem;MADRID;642;;;;642
Juventud Socialista Madrileña;1904;Idem;Idem;MADRID;72;;;;72
Centro Republicano de instrucción popular.,;1904;Idem;Idem;MADRID;223;;;;223
Centro Instructivo del Obrero;1877;Instruccion;Idem;MADRID;320;31;19;;370
Sociedad Coral Eco de Madrid;1895;Coral. ............................;Idem;MADRID;55;12;1;7;75
Asociacion de Obreros de todos los oficios;1902;Mejorar las condiciones del trabajo.;Alcala de Henares;MADRID;37;;;5;42
Sociedad de Obreros Agricultores;1903;Idem.. : .......................;Idem;MADRID;220;;;;220
La Escuadra (obreros carpinteros) ...............;1903;Idem. »••••••• .................... oo .........;Idem;MADRID;27;;;;27
La Llana (obreros albañiles).;1903;Idem;Idem;MADRID;132;;;;132
Sociedad de Obreros constructores de calzado .........................;1903;Idem;Idem;MADRID;16;;;;16
La Unión Obrera.. ................ ~ .............;1900;"Socorro mutuo........ "" ...... , '""";Getafe;MADRID;262;;;1;263
Centro Obrero…………………………..;1903;Mejorar las condiciones del trabajo.;Navalcarnero;MADRID;190;;;;190
Sociedad de Sacadores de piedra y Carreteros;1904;ldem. .... oo· ....................;Alpedrete;MADRID;125;;;;125
Agrupación de Obreros..........................;1903;Idem. ..................................................;Barjas;MADRID;132;;;;132
Sociedad de Sacadores de piedra Y Carreteros .....;1898;Idem. oo ..........................................;Becerril;MADRID;100;;;;100
Sociedad de Sacadores de piedra Y Carreteros .....;1904;: Idem. .......... oo· ..;Boalo;MADRID;47;;1;;48
Sociedad de Obreros braceros....................;1904;Idem. ..........................;Ciempozuelos;MADRID;104;;;;104
Sociedad de Sacadores de piedra Y Carreteros .....;1904;Idem. .........................;Collado-Mediano;MADRID;101;;;;101
"""El Bracero.. '"" ...................................";1903;Idem. ............................;Collado-Villalba;MADRID;64;;;;64
Sociedad de Sacadores de piedra Y Carreteros .....;1904;Idem.......•....•...............;Idem;MADRID;44;;;;44
Centro Obrero Republicano. ........................;1904;Política de partido................;Chamartin de la Rosa;MADRID;74;;1;;75
Sociedad de Sacadores de piedra Y Carreteros .....;1904;Mejorar las condiciones del trabajo.;Los Molinos;MADRID;22;;;;22
La Fortuna (obreros agricultores).;1903;Idem. ..... _. _ ........ - .. •••••••;Mejorada del Campo;MADRID;80;;;;80
Círculo Obrero ..................................;1904;Idem. ...............................;Idem;MADRID;343;;;;343
Sociedad de Sacadores de piedra Y Carreteros .....;1904;Idem. ........ _ ..........................;Moralzarxal;MADRID;80;;;;80
Fraternidad Obrera. ..'.......;1891;"Idem. ...................'""";Pinto;MADRID;167;;;;167
La Voz.. , ............... .......................;1900;Idem. . . . . . . . .. . . . . . ..;Rascafria;MADRID;65;;;;65
La Libertad;1903;Mejorar las condiciones del trabajo;Valdilecha;MADRID;42;;;;42
La Honradez (personal de los talleres generales del ferrocarril de M C P);1897;Cooperativa de consumo;Villaverde;MADRID;36;;2;;38
Sociedad de Obreros del ramo de construccion;1900;Mejorar las condiciones del trabajo;Vallecas;MADRID;25;;;;25
Union de Trabajadores;1903;Idem;Vicalvaro;MADRID;19;;;;19
