NOMBRE;FECHA;OBJETO;LUGAR;PROVINCIA;S. Ordinarios;S. De mérito;S. Honorarios;S.Protectores;Socios Totales
Juventud Socialista. ... .. . .. . .. .. .. . . .. . .. . .. . .. . .. . . . .;1904;Idem;Idem;VIZCAYA;75;;;;75
Sociedad de Obreros en maniobras en vias férreas y aéreas de las minas de Vizcaya .•............;1903;Mejorar las condiciones del trabajo.;Idem;VIZCAYA;150;;;;150
Sociedad de Barrenadores........................;1903;Idem;Idem;VIZCAYA;30;;;;30
Unión Obrera.•. .............. ' .;1890;Socorro mutuo;Baracaldo;VIZCAYA;68;;;;68
Agrupación Socialista. . . . . . . . . . . . . . . . . . . . . . . . . ..;1904;Política de partido. . . . . . . . . . . . . • .;Idem;VIZCAYA;14;;;;14
Juventud Socialista;1904;ldem;Idem;VIZCAYA;35;;;;35
Caja de Auxilios en beneficio del personal de la Fábrica de Tabacos.. . . . . . . . . . . . . . . . . . . . ..;1901;Socorro mutuo;Bengoña;VIZCAYA;245;;;;245
Agrupación Socialista. . . . . . . . . . . . . . . . . . . . . . . . . ..;1896;Política de partido;Idem;VIZCAYA;125;;;;125
Agrupación Socialista. . . . . . . . . . . . . . . . . . . . . . . . . . .;1897;ldem;Deusto;VIZCAYA;55;;;;55
Sociedad de Obreros mecánicos, Ajustadores, Torneros, Cepilladores y Taladradores..;1902;Mejorar las condiciones del trabajo.;Erandio;VIZCAYA;52;;;;52
Sociedad de Obreros de la ría. . . . . . . . . . . . . . . . . . ..;1903;ldem. . . . . . . . . . . . . . . . . . . . . . . . . .;Idem;VIZCAYA;30;;;;30
Agrupación Socialista.. . . . . . . . . . . . . . . . . . . . . . . . ..;1896;Politica de partido... . . . . . . . . . . . . .;Idem;VIZCAYA;105;;;;105
Sociedad de Obreros llaveros;1899;Mejorar las condiciones del trabajo.;Ermua;VIZCAYA;70;;;;70
Cooperativa de Obreros ~..... .. ..;1902;Socorro mutuo..............;Idem;VIZCAYA;139;;1;;140
Federación de Obreros mineros de Vizcaya.. . . . . . .;1904;Mejorar las condiciones del trabajo.;Musques;VIZCAYA;35;;;;35
Agrupáción Socialista ,;1897;Política de partido... . . . . . .;Idem;VIZCAYA;80;;;;80
Juventud Socialista;1904;ldem. . . . . . . . . . . . . . . . . . . .. . . . . .;Idem;VIZCAYA;107;;;;107
Sociedad de resistencia de Obreros albañiles..;1904;Mejorar las condiciones del trabajo.;Portugalete;VIZCAYA;35;;;1;36
Centro Obrero.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .;?;Idem;Idem;VIZCAYA;50;;;1;51
Sociedad de Barrenadores  • •;1902;Idem;San Salvador del Valle;VIZCAYA;80;;;;80
Sociedad de Maquinistas y Fogoneros terrestres...;1904;Idem;Idem;VIZCAYA;90;;;;90
Sociedad Benéfica de Obreros. . . . . . . . . . . . . . . . . . ..;1901;Socorro mutuo.. . . . . . . . . . . . . . . . . . .;Idem;VIZCAYA;190;;2;;192
Sociedad de Obreros mineros.. .... . . . . . .. . . . . . . ..;1903;Mejorar las condiciones del trabajo.;Idem;VIZCAYA;150;;;;150
Sociedad de Obreros en maniobras en vías ferreas y aéreas en las minas de Vizcaya;1904;Idem;Idem;VIZCAYA;95;;;;95
"I Sociedad de Obreros panaderos """;1904;Mejorar las condiciones del trabajo.;San Salvador del Valle;VIZCAYA;21;;;;21
Sociedad de Maquinistas y Fogoneros terrestres;1904;Idem;Idem;VIZCAYA;83;;;;83
Sociedad de Obreros caballistas;1904;Idem;Idem;VIZCAYA;43;;;;43
La Fraternidad Obrera;1898;Socorro mutuo;Idem;VIZCAYA;37;;;;37
 Agrupación Socialista;1898;Política de partido;Idem;VIZCAYA;399;;;;399
"! Juventud Sodalista , . '""";1904;;Idem;VIZCAYA;100;;;;100
: Sociedad de resistencia de Obreros mineros;1904;Mejorar las condiciones del trabajo.;Santurce (Ortuella);VIZCAYA;107;;;;107
: Agrupación Socialista. . . . . . . . . . . . .. .;1898;Política de partido;Idem;VIZCAYA;142;;;;142
Juventud Socialista;1904;;Idem;VIZCAYA;45;;;;45
Sociedad de resistencia de Obreros caldereros hierro y cobre;1892;Mejorar las condiciones del trabajo.;Sestao;VIZCAYA;370;;;;370
. Juventud Socialista;1904;Política de partido;Idem;VIZCAYA;200;;;;200
 Estudios Sociales : . . . . . . . . . ..;?;Instruccion;Idem;VIZCAYA;90;;;18;108
Sociedad de Oficios varios;1894;Mejorar las condiciones del trabajo.;Sopuerta;VIZCAYA;120;;;;120
1 Centro Obrero;1894;Idem;Idem;VIZCAYA;?;?;?;?;?
Agrupación Socialista;1904;Política de partido;Idem;VIZCAYA;25;;;;25
